Title,Domain,Datasets,GIT link
Attention Is All You Need Edit social previewAttention Is All You Need Edit social preview,"['MACHINE TRANSLATION', 'CONSTITUENCY PARSING']","['', ' Penn Treebank ']","['https://github.com/wxt1997/Transformer-Transducer', 'https://github.com/EuphoriaYan/bert_component', 'https://github.com/TieDanCuihua/transformer-Attention-is-All-You-Need', 'https://github.com/abmitra84/Machine_Translation', 'https://github.com/SCismycat/bert_code_view', 'https://github.com/KeithGalli/pycon2020', 'https://github.com/yuhangT/tf_bert', 'https://github.com/wchh127/yykf', 'https://github.com/hiun/learning-transformers', 'https://github.com/JohannLee1996/bert', 'https://github.com/goldenbili/Bert_Test3', 'https://github.com/mayoor/attention_network_experiments', 'https://github.com/yueyongjiao/Transformer-Contextual', 'https://github.com/coxy1989/tfmr', 'https://github.com/derylucio/Transformer', 'https://github.com/Chenrj233/bert_pratice', 'https://github.com/duyunshu/bert-sentiment-analysis', 'https://github.com/HeshamElAbd/SelfAttentionLangModel', 'https://github.com/ethancaballero/neural-engineers-first-attempt', 'https://github.com/LeoWood/bert-horovod', 'https://github.com/bzhangGo/zero', 'https://github.com/plkmo/Transformer-Eng2French', 'https://github.com/Nstats/my_bert', 'https://github.com/socc-io/piqaboo', 'https://github.com/IrishCoffee/cudnnMultiHeadAttention', 'https://github.com/MOHAMEDELDAKDOUKY/bert_adjusted', 'https://github.com/sooftware/nlp-attentions', 'https://github.com/brainsqueeze/text2vec', 'https://github.com/tatp22/multidim-positional-encoding', 'https://github.com/hoangtrungchinh/Bert-SQuAD-v2', 'https://github.com/nachiketaa/bert', 'https://github.com/tjrwlgns1198/ChatBot', 'https://github.com/Chinnu1103/Machine-Translation-using-Transformers', 'https://github.com/Glaceon31/Document-Transformer', 'https://github.com/manideep2510/siamese-BERT-fake-news-detection-LIAR', 'https://github.com/fstahlberg/tensor2tensor', 'https://github.com/Andrey885/Machine_translation_PyTorch', 'https://github.com/baosongyang/WRD', 'https://github.com/karenacorn99/explore-bert', 'https://github.com/GyuminJack/torchstudy', 'https://github.com/saurabhnlp/bert', 'https://github.com/lukemelas/PyTorch-Pretrained-ViT', 'https://github.com/sjyttkl/Transformer_learning', 'https://github.com/rpuiggari/bert2', 'https://github.com/Ewillingfly/MyBert', 'https://github.com/THUNLP-MT/THUMT', 'https://github.com/OPAYA/Transformer', 'https://github.com/harvardnlp/annotated-transformer', 'https://github.com/IBM/pytorch-seq2seq', 'https://github.com/Lsdefine/attention-is-all-you-need-keras', 'https://github.com/myamamoto555/tf-bert', 'https://github.com/G-4-R-Y/Tweet-Sentiment-Extraction', 'https://github.com/ShuvenduBikash/transformer_spelling_corrector', 'https://github.com/okkteam/Transformer-Transducer', 'https://github.com/YYGXjpg/BERT_WL', 'https://github.com/basile-bron/Artificial-Intelligence-Lexical', 'https://github.com/google/flax/tree/master/examples/wmt', 'https://github.com/The-AI-Summer/self_attention', 'https://github.com/maxudong1993/mybert', 'https://github.com/vanpersie32/Multigpu-Bert', 'https://github.com/samyakjain0112/Video-denoising_tensorflow-core-api-2.0', 'https://github.com/wayalhruhi/gogle_bert', 'https://github.com/FlorianPfisterer/2D-LSTM-Seq2Seq', 'https://github.com/vanslerry/long_text', 'https://github.com/LiamMaclean216/Pytorch-Transfomer', 'https://github.com/dhiraa/tener', 'https://github.com/lehinevych/SAAN', 'https://github.com/tomdyer10/fake_news', 'https://github.com/vishnuanil122/Bert-Binary-Text-Classifier', 'https://github.com/vijay120/bert', 'https://github.com/demelin/nematode', 'https://github.com/xcmyz/FastSpeech', 'https://github.com/deepmipt/bert/tree/feat/multi_gpu', 'https://github.com/DeligientSloth/QQsim', 'https://github.com/MCLYang/RhythmGAN_pytorch', 'https://github.com/af-ai-center/bert', 'https://github.com/2miatran/Natural-Language-Processing', 'https://github.com/asfathermou/human-computer-interaction', 'https://github.com/why2000/DuReader-bert', 'https://github.com/semal/bert', 'https://github.com/coronazap/bert_client', 'https://github.com/owainwest/uniprot_bert', 'https://github.com/goodluck4s/bert-', 'https://github.com/llx666/git_demo', 'https://github.com/Skumarr53/Attention-is-All-you-Need-PyTorch', 'https://github.com/krocki/np-transformer', 'https://github.com/AssafSinger94/sigmorphon-2020-inflection', 'https://github.com/simonjisu/annotated-transformer-kr', 'https://github.com/fanchenyou/transformer-study', 'https://github.com/thebehzaad/BERT-Sentiment-Analysis', 'https://github.com/seunghwan1228/Transfomer-MachineTranslation', 'https://github.com/ricsinaruto/dialog-eval', 'https://github.com/Fuchai/language', 'https://github.com/shuaishuaij/Machine-Translation', 'https://github.com/Izecson/saml-nmt', 'https://github.com/scrayish/ML_NLP', 'https://github.com/audier/DeepSpeechRecognition', 'https://github.com/YoadTew/transformer-pytorch', 'https://github.com/Maz101/pretrainingdataset', 'https://github.com/yeeeqichen/Bert', 'https://github.com/ky1994/SpeechRecognition', 'https://github.com/gmum/dl-mo-2021', 'https://github.com/jaisenbe58r/NLP-Transformer_Translator', 'https://github.com/guoyaohua/BERT-Chinese-Annotation', 'https://github.com/CGCL-codes/naturalcc', 'https://github.com/longbowking/bert', 'https://github.com/appcoreopc/berty', 'https://github.com/pomonam/AttentionCluster', 'https://github.com/franknb/Self-attention-DCGAN', 'https://github.com/Neoanarika/torchexplainer', 'https://github.com/khwajawisal/Attention-augmented-Convolutional-Neural-Networks', 'https://github.com/saurabhkulkarni77/BERT_multilabel', 'https://github.com/xesdiny/test-bert-master', 'https://github.com/ahmetumutdurmus/awd-lstm', 'https://github.com/anirudharc/transformer', 'https://github.com/sonalisrijan/Deep-Learning-based-Defect-Prediction-Model-for-Source-Code', 'https://github.com/redevaaa/Transformer-for-EEG', 'https://github.com/theQuert/inlpfun', 'https://github.com/omallo/kaggle-hpa', 'https://github.com/iRmantou/car_bert', 'https://github.com/jageshmaharjan/BERT_Service', 'https://github.com/algharak/BERTenhance', 'https://github.com/yoongtr/Grammar-Error-Correction-with-OpenNMT-tf', 'https://github.com/cuber2460/bert', 'https://github.com/gooofy/zbrain', 'https://github.com/DeligientSloth/bert-tensorflow', 'https://github.com/yydai/bert_test', 'https://github.com/UdbhavPrasad072300/Transformer-Implementation-and-Language-Translation', 'https://github.com/chalothon/BERT_Practice', 'https://github.com/ArdalanM/nlp-benchmarks', 'https://github.com/adi2103/AML-CoVe', 'https://github.com/Kyubyong/transformer', 'https://github.com/nrc-cnrc/sockeye-multisource', 'https://github.com/sarthaxxxxx/Attention-is-all-you-need', 'https://github.com/tbmoon/LANL_Earthquake_Prediction', 'https://github.com/littell/NamedTransformer', 'https://github.com/XMdidi/SMP_Bert', 'https://github.com/uzi0espil/research-papers-implementation/tree/master/Attention%20Is%20All%20You%20Need', 'https://github.com/zhangbo2008/best_pytorch_transformer', 'https://github.com/kiko441500/google_bert', 'https://github.com/gittb/audiosandbox', 'https://github.com/ankurbhatia24/MULTIMODAL-EMOTION-RECOGNITION', 'https://github.com/ykrmm/ICLR_2020', 'https://github.com/ricardordb/bert', 'https://github.com/maxjcohen/transformer', 'https://github.com/joongbo/tta', 'https://github.com/XUJitao/WordEmbedding', 'https://github.com/leodotnet/bert-old', 'https://github.com/caoyujiALgLM/NLP-progress', 'https://github.com/dreamgonfly/Transformer-pytorch', 'https://github.com/Helsinki-NLP/shared-info', 'https://github.com/cmsflash/efficient-attention', 'https://github.com/studio-ousia/luke', 'https://github.com/pingheng001/Cnn-Bert', 'https://github.com/shaikhzhas/bert', 'https://github.com/bytedance/neurst', 'https://github.com/StoneGH/bert', 'https://github.com/ShwetaBaranwal/Transformer', 'https://github.com/ricsinaruto/NeuralChatbots-DataFiltering', 'https://github.com/mttk/rnn-classifier', 'https://github.com/pengming617/bert_classification', 'https://github.com/misogil0116/transformer', 'https://github.com/reppy4620/Dialog', 'https://github.com/Matthewdowney18/Transformer_Dialogue', 'https://github.com/swimmingCreative/DeepSpeechRecognition-master', 'https://github.com/mayurnewase/Quora-Bert', 'https://github.com/jangjoongkeon/JK', 'https://github.com/TSLNIHAOGIT/bert_run', 'https://github.com/chen-xiong-yi/OwnBERT', 'https://github.com/camlaedtke/NLP', 'https://github.com/sauram/Machine-Translation-using-Attention-Model', 'https://github.com/G-4-R-Y/Tweet-Sentiment-Extraction-roBERTa-5fold', 'https://github.com/RenXiangyuan/tf_bert', 'https://github.com/czero69/acomoeye-NN', 'https://github.com/KrishnaTarun/Deep-Learning-Lab', 'https://github.com/ypeleg/MinimalIsAllYouNeed', 'https://github.com/tensorflow/models/tree/master/official/nlp/transformer', 'https://github.com/joytianya/google_bert', 'https://github.com/sooftware/Attention-Implementation', 'https://github.com/chrisleunglokhin/Capstone-BERT', 'https://github.com/nietao2/DeepSpeechRecognition', 'https://github.com/rojagtap/abstractive_summarizer', 'https://github.com/dl-nlp/dl-nlp.github.io', 'https://github.com/the-Quert/iNLPfun', 'https://github.com/ericperfect/Bert_Position_BiLSTM_Attention_CRF_LSTMDecoder', 'https://github.com/jean-kunz/ml_research_papers', 'https://github.com/shanry/bert', 'https://github.com/cahya-wirawan/indonesian-language-models', 'https://github.com/giagia96/DeepComedy', 'https://github.com/anhtu293/transformer_from_scratch', 'https://github.com/WenYanger/General-Transformer-Pytorch', 'https://github.com/abhiagg92/bert_sentiment', 'https://github.com/kpot/keras-transformer', 'https://github.com/radoslawkrolikowski/sentiment-analysis-pytorch', 'https://github.com/PrideLee/sentiment-analysis', 'https://github.com/liqichen6688/duo-attention', 'https://github.com/CVxTz/music_genre_classification', 'https://github.com/Remiphilius/PoemesProfonds', 'https://github.com/kaituoxu/Speech-Transformer', 'https://github.com/af-ai-center/nerblackbox', 'https://github.com/feizc/Machine-Translation-Pytorch', 'https://github.com/u7javed/Transformer-Multi-Language-Translator', 'https://github.com/FengJiaChunFromSYSU/Bert', 'https://github.com/noriyukipy/tfdlg', 'https://github.com/enhuiz/torchnmt', 'https://github.com/StillKeepTry/Transformer-PyTorch', 'https://github.com/PaddlePaddle/models', 'https://github.com/chandu7077/mybert', 'https://github.com/zankner/Transformer', 'https://github.com/baixl/text_classification', 'https://github.com/junhahyung/bert_finetune', 'https://github.com/DevSinghSachan/multilingual_nmt', 'https://github.com/icewing1996/bert_dep', 'https://github.com/sh951011/Attention-Implementation', 'https://github.com/HKUST-KnowComp/R-Net', 'https://github.com/dyq0811/EEG-Transformer-seq2seq', 'https://github.com/benjamintaiwo/Attention', 'https://github.com/JRC1995/Machine-Translation-Transformers', 'https://github.com/fciannel/bert_fciannel', 'https://github.com/tcxdgit/MachineTranslation_t2t', 'https://github.com/kotu931226/classifier_transformer_pytorch', 'https://github.com/insigh/THUMT', 'https://github.com/jiahuei/Self-Critical-SCST-TensorFlow', 'https://github.com/krantirk/BERT-Pretrained-model', 'https://github.com/deepset-ai/bert-tensorflow', 'https://github.com/whr94621/NJUNMT-pytorch', 'https://github.com/antoinecollas/transformer_neural_machine_translation', 'https://github.com/MirunaPislar/multi-head-attention-labeller', 'https://github.com/svakulenk0/response_eval', 'https://github.com/ZmeiGorynych/transformer_pytorch', 'https://github.com/akashe/Python-Code-Generation', 'https://github.com/xiaopp123/bert_explain', 'https://github.com/ShivamRajSharma/Transformer-Architectures-From-Scratch', 'https://github.com/BasileBron/Artificial-Intelligence-Lexical', 'https://github.com/jbdel/OMG_UMONS_submission', 'https://github.com/VedantYadav/Transformer', 'https://github.com/TYTYTYTYTYTYTYTYTY/558-project', 'https://github.com/jinzhenfan/BERT', 'https://github.com/goldenbili/bert_lamb_pretrain', 'https://github.com/cloudmcloudyo/capstone', 'https://github.com/zsweet/BERT_zsw', 'https://github.com/awslabs/sockeye', 'https://github.com/zysite/post', 'https://github.com/Belval/NRTR', 'https://github.com/haidershaour/bert', 'https://github.com/wangmz15/Chinese-Error-Correction-with-THUMT', 'https://github.com/gavincaoyuji/NLP', 'https://github.com/EmilioTyl/transformers_from_scratch', 'https://github.com/halo090770/bert', 'https://github.com/joebluems/Soul_Of_AI', 'https://github.com/thecodemasterk/BERT', 'https://github.com/EthanWYB/bert-classification', 'https://github.com/DanieleVeri/deep_comedy', 'https://github.com/Izecson/sockeye-1.16.6', 'https://github.com/kolloldas/torchnlp', 'https://github.com/bcmi220/esc4nmt', 'https://github.com/noriyukipy/tfchat', 'https://github.com/Harry-Muzart/harry-muzart.github.io', 'https://github.com/mhamedLmarbouh/Attention-is-all-you-need', 'https://github.com/alimpiev/embeddings_persistent_homology', 'https://github.com/a414351664/Bert_MRC', 'https://github.com/Nstats/bert_senti_analysis_ch', 'https://github.com/yanqi1811/attention-is-all-you-need', 'https://github.com/jlrussin/transformer_scan', 'https://github.com/MaZhiyuanBUAA/bert-tf1.4.0', 'https://github.com/xitianxiaofeixue/BERT', 'https://github.com/ishritam/Image-captioning-with-visual-attention', 'https://github.com/yumoh/speech-keras', 'https://github.com/DeokO/bert-excercise-ongoing', 'https://github.com/chiayewken/bert-qa', 'https://github.com/LoveYang/bert_test', 'https://github.com/Gaozhen0816/BERT_QA_for_Chinese', 'https://github.com/MarcBS/keras', 'https://github.com/rickyHong/Google-BERT-repl', 'https://github.com/tvinith/bert', 'https://github.com/Nimesh-Patel/BERT', 'https://github.com/Colanim/BERT_STS-B', 'https://github.com/davidalbertonogueira/NLP-tutorials', 'https://github.com/danieldritter/deep_learning_models', 'https://github.com/bhavitvyamalik/bert', 'https://github.com/franknb/Text-Summarization', 'https://github.com/tatp22/linformer-pytorch', 'https://github.com/magahub/songrnn', 'https://github.com/wzlxjtu/PositionalEncoding2D', 'https://github.com/cospplay/bert-master', 'https://github.com/guillaume-chevalier/Linear-Attention-Recurrent-Neural-Network', 'https://github.com/YuanEric88/bert-nlu', 'https://github.com/flyliu2017/bert', 'https://github.com/ahsanabbas123/Transformer', 'https://github.com/ming024/FastSpeech2', 'https://github.com/mhaseeb123/DeepMSim', 'https://github.com/arkel23/PyTorch-Pretrained-ViT', 'https://github.com/meizi1114/bert', 'https://github.com/lovedavidsilva/bert_old_version', 'https://github.com/felixSchober/ABSA-Transformer', 'https://github.com/UdbhavPrasad072300/Transformer-Implementation', 'https://github.com/nvshrao/Bidirectional-Transformer', 'https://github.com/1wy/bert', 'https://github.com/jgcbrouns/Introducing-Sparsity-in-the-Transformer', 'https://github.com/Zehui127/SQUAD_BERT', 'https://github.com/Maz101/Bert', 'https://github.com/ictnlp/DiverseNMT', 'https://github.com/UdbhavPrasad072300/Transformer-Implementations', 'https://github.com/lucylow/En_francais_si_vous_plait-', 'https://github.com/pengshuyuan/Bert', 'https://github.com/maxmatical/pytorch-projects', 'https://github.com/XapaJIaMnu/transformative', 'https://github.com/swen128/bert_scorer', 'https://github.com/lennonzurich/lalala', 'https://github.com/tcnguyen/bert', 'https://github.com/paolanu/BERT_epitope', 'https://github.com/Charliesgithub20221030/BERT', 'https://github.com/shouvikcirca/Transformer', 'https://github.com/dmlc/gluon-nlp', 'https://github.com/phohenecker/pytorch-transformer', 'https://github.com/seominseok0429/inception-I3D-NON-LOCAL', 'https://github.com/Kevin-Vora/bert-embedding-gluonnlp-edit-', 'https://github.com/ZurichNLP/sockeye', 'https://github.com/ykrmm/TREMBA', 'https://github.com/thanhlong1997/bert_quora', 'https://github.com/MohamedAbdelsalam9/TT-Transformer', 'https://github.com/enhuiz/transformer-pytorch', 'https://github.com/youwontunderstandthis/zhen-trans', 'https://github.com/zhang-huihui/git-repository', 'https://github.com/tyxr/bert', 'https://github.com/rohan400/PepperQA', 'https://github.com/MinghaoYan/COMP480FinalProject', 'https://github.com/swen128/bert-sts', 'https://github.com/text-machine-lab/transformerpy', 'https://github.com/AlCorreia/FABIR', 'https://github.com/TonyX19/bert_hyperpartisan', 'https://github.com/lab-ml/nn', 'https://github.com/Doffery/BERT-Sentiment-Analysis-Amazon-Review', 'https://github.com/goldenbili/Bert_Test2', 'https://github.com/xingniu/sockeye', 'https://github.com/danieldritter/RL_Implementations', 'https://github.com/kazuyuki8/nlp_lesson', 'https://github.com/Iwontbecreative/Abstractive-summarization-OpenNMT', 'https://github.com/walkacross/transformer-pytorch', 'https://github.com/xbtlin/All-about-Machine-Learning', 'https://github.com/lehoanganh298/BERT-Question-Answering', 'https://github.com/Pezhin/best_yelp_review_project_ever', 'https://github.com/tensorflow/tensor2tensor', 'https://github.com/chrisseiler96/bert-client-server-tests', 'https://github.com/Shinya-Kouda/kgc', 'https://github.com/thumt/THUMT', 'https://github.com/Osobarako/alduswarrensewell', 'https://github.com/Gaozhen0816/BERT_QA_For_AILaw', 'https://github.com/millenialSpirou/ift6010', 'https://github.com/mithunpaul08/bert_tensorflow', 'https://github.com/kelly2016/multi-label-bert', 'https://github.com/flyliu2017/bert_modularized', 'https://github.com/binhetech/bert-application', 'https://github.com/ololo123321/maestro', 'https://github.com/zbloss/transformer-xxl', 'https://github.com/re-search/DocProduct', 'https://github.com/xuzhezhaozhao/bert_reading', 'https://github.com/keiyamashita111/aaproject', 'https://github.com/majing2019/transformer', 'https://github.com/kh-kim/simple-nmt', 'https://github.com/XINZXZHANG/Bert_repo', 'https://github.com/autobotasia/vibert', 'https://github.com/pritam1322/Machine-Translation-with-Transformer', 'https://github.com/shouvikcirca/Transformer_MiniProject', 'https://github.com/NVIDIA/sentiment-discovery', 'https://github.com/TSLNIHAOGIT/bert', 'https://github.com/xiaopingzhong/bert-finetune-for-classfier', 'https://github.com/karta282950/bert-multiclass', 'https://github.com/Shasvat-Desai/Shasvat-Desai', 'https://github.com/Anyesh/my-bert', 'https://github.com/facebookresearch/fairseq-py', 'https://github.com/anoidgit/transformer', 'https://github.com/deepmind/haiku', 'https://github.com/nicholasbao/nlp_job', 'https://github.com/LiamMaclean216/Pytorch-Chatbot', 'https://github.com/StevenLai1994/AM_and_LM', 'https://github.com/kingcheng2000/bert', 'https://github.com/tree-park/kor-to-eng-translation', 'https://github.com/dzqjorking/transpose', 'https://github.com/ictnlp/TLAT-NMT', 'https://github.com/Yipeng91/text_classifier_pub', 'https://github.com/gooppe/transformer-summarization', 'https://github.com/ikergarcia1996/Simultaneous-Machine-Translation', 'https://github.com/glouppe/info8010-deep-learning', 'https://github.com/Misoknisky/Bert-MultiGpu', 'https://github.com/gordicaleksa/pytorch-original-transformer', 'https://github.com/Katsumata420/bert_mlm', 'https://github.com/Arthurizijar/Bert_Airport', 'https://github.com/nameoverflow/neuro-cangjie', 'https://github.com/jadore801120/attention-is-all-you-need-pytorch', 'https://github.com/yueyongjiao/attention_is_all_you_need_pytorch', 'https://github.com/brandontrabucco/scaled_dot_product_attention', 'https://github.com/Nstats/bert_MRC', 'https://github.com/Satan012/BERT', 'https://github.com/FaskyCC/TextClassification', 'https://github.com/Chonwai/Learning_BERT', 'https://github.com/SpikeKing/My-Bert', 'https://github.com/leejieun51/transformer', 'https://github.com/Caesarzhang/bert-zh', 'https://github.com/tree-park/transformers', 'https://github.com/rishavbhurtel/sentiment-classifier', 'https://github.com/mayurnewase/Translation', 'https://github.com/bluejurand/Kaggle_QA_Google_Labeling', 'https://github.com/natel9178/transformer-refork', 'https://github.com/penny9287/sockeye', 'https://github.com/junhahyung/bert_transfer', 'https://github.com/DJJune/Transformer', 'https://github.com/Aveek-Saha/Transformer', 'https://github.com/semicontinuity/nlp', 'https://github.com/brightmart/bert_customized', 'https://github.com/SYangDong/bert-with-frozen-code', 'https://github.com/frankcgq105/BERTCHEN', 'https://github.com/Xinsen-Zhang/transformer', 'https://github.com/soumik12345/transformer.pytorch', 'https://github.com/MichaelZhouwang/LMlexsub', 'https://github.com/graykode/gpt-2-Pytorch', 'https://github.com/JNUpython/bert', 'https://github.com/coco60/bert-test', 'https://github.com/faizansuhail89/bert', 'https://github.com/dbonner/tf1_bert', 'https://github.com/caoyujiALgLM/NLP', 'https://github.com/guzhang480/Google_BERT', 'https://github.com/Walter-B/bert-20-classes', 'https://github.com/jelifysh/Transformers', 'https://github.com/zapplea/bert', 'https://github.com/luckynozomi/PPI_Bert', 'https://github.com/nmfisher/bert-modified', 'https://github.com/JeheonPark596/sentimentsurvival', 'https://github.com/neburseni/NLP', 'https://github.com/threelittlemonkeys/transformer-pytorch', 'https://github.com/GlassyWing/transformer-keras', 'https://github.com/brightmart/bert_original', 'https://github.com/XuhanLiu/Transformer', 'https://github.com/dreamnotover/english_chinese_machine_translation_baseline', 'https://github.com/idiotprofessorchen/bert.github.io', 'https://github.com/yiyc-kor/bert-study', 'https://github.com/graykode/nlp-tutorial', 'https://github.com/Maple728/transformer', 'https://github.com/colorfulscoop/tfdlg', 'https://github.com/sherinaseri/bert', 'https://github.com/abhilashreddys/Fake-News-Article', 'https://github.com/felix-do-wizardry/bert_felix']"
Neural Machine Translation in Linear Time Edit social previewNeural Machine Translation in Linear Time Edit social preview,"['LANGUAGE MODELLING', 'MACHINE TRANSLATION']","['', ' WMT 2015 ']","['https://github.com/paarthneekhara/byteNet-tensorflow', 'https://github.com/kingstarcraft/speech-to-text-wavenet2', 'https://github.com/liguigui/speech-to-text-wavenet', 'https://github.com/randomrandom/deep-atrous-cnn-sentiment', 'https://github.com/Vikas-Sony/speech-to-text', 'https://github.com/kinimod23/ATS_Project', 'https://github.com/freedombenLiu/speech-to-text-wavenet', 'https://github.com/adityaagrawal7/speech-to-text-wavenet', 'https://github.com/Shivendra-psc/speechbot', 'https://github.com/sriharireddypusapati/speech-to-text-wavenet2']"
Pay Less Attention with Lightweight and Dynamic Convolutions Edit social previewPay Less Attention with Lightweight and Dynamic Convolutions Edit social preview,"['LANGUAGE MODELLING', 'MACHINE TRANSLATION', 'ABSTRACTIVE TEXT SUMMARIZATION']","['', ' CNN/Daily Mail ', ' Billion Word Benchmark ']","['https://github.com/pytorch/fairseq', 'https://github.com/dyunis/light_dynamic_conv', 'https://github.com/bytedance/neurst']"
Neural Machine Translation Edit social previewNeural Machine Translation Edit social preview,['MACHINE TRANSLATION'],"['', ' WMT 2016 ']","['https://github.com/neulab/xnmt', 'https://github.com/rsennrich/wmt16-scripts', 'https://github.com/tensorflow/tensor2tensor', 'https://github.com/EdinburghNLP/nematus', 'https://github.com/awslabs/sockeye']"
Facebook FAIR's WMT19 News Translation Task Submission Edit social previewFacebook FAIR's WMT19 News Translation Task Submission Edit social preview,['MACHINE TRANSLATION'],[''],"['https://github.com/atreyasha/semantic-isometry-nmt', 'https://github.com/huggingface/transformers', 'https://github.com/pytorch/fairseq/tree/master/examples/wmt19', 'https://github.com/makcedward/nlpaug', 'https://github.com/babangain/translation']"
The Evolved Transformer Edit social previewThe Evolved Transformer Edit social preview,"['NEURAL ARCHITECTURE SEARCH', 'MACHINE TRANSLATION']","['', ' ImageNet ', ' CIFAR-10 ', ' Billion Word Benchmark ', ' WMT 2014 ']","['https://github.com/tensorflow/tensor2tensor', 'https://github.com/nazarov-yuriy/zh-ru-shared-task']"
Neural Machine Translation of Rare Words with Subword Units Edit social previewNeural Machine Translation of Rare Words with Subword Units Edit social preview,"['TRANSLITERATION', 'MACHINE TRANSLATION']","['', ' WMT 2015 ']","['https://github.com/danieldritter/RL_Implementations', 'https://github.com/PaulSudarshan/Language-Classification-Using-Naive-Bayes-Algorithm', 'https://github.com/danieldritter/deep_learning_models', 'https://github.com/siyuofzhou/CNNSeqToSeq', 'https://github.com/thinkwee/DPP_CNN_Summarization', 'https://github.com/salesforce/GeDi', 'https://github.com/lkfo415579/MT-Readling-List', 'https://github.com/Avmb/code-docstring-corpus', 'https://github.com/nyu-dl/dl4mt-c2c', 'https://github.com/nyu-dl/dl4mt-cdec', 'https://github.com/facebookresearch/fairseq-py', 'https://github.com/SeonbeomKim/Python-Byte_Pair_Encoding', 'https://github.com/VKCOM/YouTokenToMe', 'https://github.com/nyu-dl/dl4mt-simul-trans', 'https://github.com/ThAIKeras/bert', 'https://github.com/SeonbeomKim/Python-Bype_Pair_Encoding', 'https://github.com/glample/fastBPE', 'https://github.com/simonjisu/NMT', 'https://github.com/rsennrich/subword-nmt', 'https://github.com/EdinburghNLP/code-docstring-corpus', 'https://github.com/kh-mo/QA_wikisql', 'https://github.com/Automattic/wp-translate', 'https://github.com/facebookresearch/fairseq', 'https://github.com/HarshKhandelwal1552/Language_classifier_with_Naive_Bayes', 'https://github.com/ksulima/Unsupervised-method-to-NPL-Polish-language', 'https://github.com/Xinsen-Zhang/transformer']"
Sequence-Level Knowledge Distillation Edit social previewSequence-Level Knowledge Distillation Edit social preview,"['MACHINE TRANSLATION', 'KNOWLEDGE DISTILLATION']",[''],"['https://github.com/harvardnlp/seq2seq-attn', 'https://github.com/anonymouscode115/autoregressive_inference', 'https://github.com/harvardnlp/nmt-android']"
Using LSTM to Translate French to Senegalese Local Languages: Wolof as a Case Study Edit social previewUsing LSTM to Translate French to Senegalese Local Languages: Wolof as a Case Study Edit social preview,['MACHINE TRANSLATION'],[''],[]
Edinburgh Neural Machine Translation Systems for WMT 16 Edit social previewEdinburgh Neural Machine Translation Systems for WMT 16 Edit social preview,['MACHINE TRANSLATION'],"['', ' WMT 2016 ']",['https://github.com/rsennrich/wmt16-scripts']
Tilde's Machine Translation Systems for WMT 2018 Edit social previewTilde's Machine Translation Systems for WMT 2018 Edit social preview,['MACHINE TRANSLATION'],"['', ' WMT 2018 ', ' WMT 2016 ']",['https://github.com/M4t1ss/parallel-corpora-tools']
Impact of Corpora Quality on Neural Machine Translation Edit social previewImpact of Corpora Quality on Neural Machine Translation Edit social preview,['MACHINE TRANSLATION'],"['', ' WMT 2018 ']",['https://github.com/M4t1ss/parallel-corpora-tools']
Training and Adapting Multilingual NMT for Less-resourced and Morphologically Rich Languages Edit social previewTraining and Adapting Multilingual NMT for Less-resourced and Morphologically Rich Languages Edit social preview,['MACHINE TRANSLATION'],[''],['https://github.com/tilde-nlp/multilingual-nmt-data-prep']
The University of Sydney's Machine Translation System for WMT19 Edit social previewThe University of Sydney's Machine Translation System for WMT19 Edit social preview,"['MACHINE TRANSLATION', 'DATA AUGMENTATION']","['', ' WMT 2018 ', ' WMT 2016 ']",[]
BP-Transformer: Modelling Long-Range Context via Binary Partitioning Edit social previewBP-Transformer: Modelling Long-Range Context via Binary Partitioning Edit social preview,"['LANGUAGE MODELLING', 'TEXT CLASSIFICATION', 'MACHINE TRANSLATION', 'SENTIMENT ANALYSIS']","['', ' SST ']",['https://github.com/yzh119/BPT']
Exploiting Monolingual Data at Scale for Neural Machine Translation Edit social previewExploiting Monolingual Data at Scale for Neural Machine Translation Edit social preview,['MACHINE TRANSLATION'],[''],[]
DeLighT: Deep and Light-weight Transformer Edit social previewDeLighT: Deep and Light-weight Transformer Edit social preview,"['LANGUAGE MODELLING', 'MACHINE TRANSLATION']","['', ' WMT 2016 ', ' WikiText-103 ']",['https://github.com/sacmehta/delight']
MUSE: Parallel Multi-Scale Attention for Sequence to Sequence Learning Edit social previewMUSE: Parallel Multi-Scale Attention for Sequence to Sequence Learning Edit social preview,"['REPRESENTATION LEARNING', 'MACHINE TRANSLATION']",[''],"['https://github.com/lancopku/Prime', 'https://github.com/lancopku/MUSE']"
Designing the Business Conversation Corpus Edit social previewDesigning the Business Conversation Corpus Edit social preview,['MACHINE TRANSLATION'],"['', ' Business Scene Dialogue ', ' JESC ', ' MuST-C ', ' ASPEC ']",['https://github.com/tsuruoka-lab/BSD']
BPE-Dropout: Simple and Effective Subword Regularization Edit social previewBPE-Dropout: Simple and Effective Subword Regularization Edit social preview,['MACHINE TRANSLATION'],[''],"['https://github.com/kh-mo/QA_wikisql', 'https://github.com/VKCOM/YouTokenToMe', 'https://github.com/rsennrich/subword-nmt', 'https://github.com/PatxiofromAlphensign/subword-nmt-mods', 'https://github.com/VProv/BPE-Dropout', 'https://github.com/mozilla/subword-nmt', 'https://github.com/google/sentencepiece']"
